Year,Nation,iso_code3,frac_enfu_fuel_demand_imported_pj_fuel_kerosene
2023,georgia,GEO,0.5127669078888591
2024,georgia,GEO,0.5127669078888591
2025,georgia,GEO,0.5127669078888591
2026,georgia,GEO,0.5127669078888591
2027,georgia,GEO,0.5127669078888591
2028,georgia,GEO,0.5127669078888591
2029,georgia,GEO,0.5127669078888591
2030,georgia,GEO,0.5127669078888591
2031,georgia,GEO,0.5127669078888591
2032,georgia,GEO,0.5127669078888591
2033,georgia,GEO,0.5127669078888591
2034,georgia,GEO,0.5127669078888591
2035,georgia,GEO,0.5127669078888591
2036,georgia,GEO,0.5127669078888591
2037,georgia,GEO,0.5127669078888591
2038,georgia,GEO,0.5127669078888591
2039,georgia,GEO,0.5127669078888591
2040,georgia,GEO,0.5127669078888591
2041,georgia,GEO,0.5127669078888591
2042,georgia,GEO,0.5127669078888591
2043,georgia,GEO,0.5127669078888591
2044,georgia,GEO,0.5127669078888591
2045,georgia,GEO,0.5127669078888591
2046,georgia,GEO,0.5127669078888591
2047,georgia,GEO,0.5127669078888591
2048,georgia,GEO,0.5127669078888591
2049,georgia,GEO,0.5127669078888591
2050,georgia,GEO,0.5127669078888591
2017,germany,DEU,0.25000952953583555
2018,germany,DEU,0.25000952953583555
2019,germany,DEU,0.25000952953583555
2020,germany,DEU,0.25000952953583555
2021,germany,DEU,0.25000952953583555
2022,germany,DEU,0.25000952953583555
2023,germany,DEU,0.25000952953583555
2024,germany,DEU,0.25000952953583555
2025,germany,DEU,0.25000952953583555
2026,germany,DEU,0.25000952953583555
2027,germany,DEU,0.25000952953583555
2028,germany,DEU,0.25000952953583555
2029,germany,DEU,0.25000952953583555
2030,germany,DEU,0.25000952953583555
2031,germany,DEU,0.25000952953583555
2032,germany,DEU,0.25000952953583555
2033,germany,DEU,0.25000952953583555
2034,germany,DEU,0.25000952953583555
2035,germany,DEU,0.25000952953583555
2036,germany,DEU,0.25000952953583555
2037,germany,DEU,0.25000952953583555
2038,germany,DEU,0.25000952953583555
2039,germany,DEU,0.25000952953583555
2040,germany,DEU,0.25000952953583555
2041,germany,DEU,0.25000952953583555
2042,germany,DEU,0.25000952953583555
2043,germany,DEU,0.25000952953583555
2044,germany,DEU,0.25000952953583555
2045,germany,DEU,0.25000952953583555
2046,germany,DEU,0.25000952953583555
2047,germany,DEU,0.25000952953583555
2048,germany,DEU,0.25000952953583555
2049,germany,DEU,0.25000952953583555
2050,germany,DEU,0.25000952953583555
2017,ghana,GHA,0.5107256836966606
2018,ghana,GHA,0.5107256836966606
2019,ghana,GHA,0.5107256836966606
2020,ghana,GHA,0.5107256836966606
2021,ghana,GHA,0.5107256836966606
2022,ghana,GHA,0.5107256836966606
2023,ghana,GHA,0.5107256836966606
2024,ghana,GHA,0.5107256836966606
2025,ghana,GHA,0.5107256836966606
2026,ghana,GHA,0.5107256836966606
2027,ghana,GHA,0.5107256836966606
2028,ghana,GHA,0.5107256836966606
2029,ghana,GHA,0.5107256836966606
2030,ghana,GHA,0.5107256836966606
2031,ghana,GHA,0.5107256836966606
2032,ghana,GHA,0.5107256836966606
2033,ghana,GHA,0.5107256836966606
2034,ghana,GHA,0.5107256836966606
2035,ghana,GHA,0.5107256836966606
2036,ghana,GHA,0.5107256836966606
2037,ghana,GHA,0.5107256836966606
2038,ghana,GHA,0.5107256836966606
2039,ghana,GHA,0.5107256836966606
2040,ghana,GHA,0.5107256836966606
2041,ghana,GHA,0.5107256836966606
2042,ghana,GHA,0.5107256836966606
2043,ghana,GHA,0.5107256836966606
2044,ghana,GHA,0.5107256836966606
2045,ghana,GHA,0.5107256836966606
2046,ghana,GHA,0.5107256836966606
2047,ghana,GHA,0.5107256836966606
2048,ghana,GHA,0.5107256836966606
2049,ghana,GHA,0.5107256836966606
2050,ghana,GHA,0.5107256836966606
2017,gibraltar,GIB,0.9602472340982982
2018,gibraltar,GIB,0.9602472340982982
2019,gibraltar,GIB,0.9602472340982982
2020,gibraltar,GIB,0.9602472340982982
2021,gibraltar,GIB,0.9602472340982982
2022,gibraltar,GIB,0.9602472340982982
2023,gibraltar,GIB,0.9602472340982982
2024,gibraltar,GIB,0.9602472340982982
2025,gibraltar,GIB,0.9602472340982982
2026,gibraltar,GIB,0.9602472340982982
2027,gibraltar,GIB,0.9602472340982982
2028,gibraltar,GIB,0.9602472340982982
2029,gibraltar,GIB,0.9602472340982982
2030,gibraltar,GIB,0.9602472340982982
2031,gibraltar,GIB,0.9602472340982982
2032,gibraltar,GIB,0.9602472340982982
2033,gibraltar,GIB,0.9602472340982982
2034,gibraltar,GIB,0.9602472340982982
2035,gibraltar,GIB,0.9602472340982982
2036,gibraltar,GIB,0.9602472340982982
2037,gibraltar,GIB,0.9602472340982982
2038,gibraltar,GIB,0.9602472340982982
2039,gibraltar,GIB,0.9602472340982982
2040,gibraltar,GIB,0.9602472340982982
2041,gibraltar,GIB,0.9602472340982982
2042,gibraltar,GIB,0.9602472340982982
2043,gibraltar,GIB,0.9602472340982982
2044,gibraltar,GIB,0.9602472340982982
2045,gibraltar,GIB,0.9602472340982982
2046,gibraltar,GIB,0.9602472340982982
2047,gibraltar,GIB,0.9602472340982982
2048,gibraltar,GIB,0.9602472340982982
2049,gibraltar,GIB,0.9602472340982982
2050,gibraltar,GIB,0.9602472340982982
2017,greece,GRC,0.14488059412062052
2018,greece,GRC,0.14488059412062052
2019,greece,GRC,0.14488059412062052
2020,greece,GRC,0.14488059412062052
2021,greece,GRC,0.14488059412062052
2022,greece,GRC,0.14488059412062052
2023,greece,GRC,0.14488059412062052
2024,greece,GRC,0.14488059412062052
2025,greece,GRC,0.14488059412062052
2026,greece,GRC,0.14488059412062052
2027,greece,GRC,0.14488059412062052
2028,greece,GRC,0.14488059412062052
2029,greece,GRC,0.14488059412062052
2030,greece,GRC,0.14488059412062052
2031,greece,GRC,0.14488059412062052
2032,greece,GRC,0.14488059412062052
2033,greece,GRC,0.14488059412062052
2034,greece,GRC,0.14488059412062052
2035,greece,GRC,0.14488059412062052
2036,greece,GRC,0.14488059412062052
2037,greece,GRC,0.14488059412062052
2038,greece,GRC,0.14488059412062052
2039,greece,GRC,0.14488059412062052
2040,greece,GRC,0.14488059412062052
2041,greece,GRC,0.14488059412062052
2042,greece,GRC,0.14488059412062052
2043,greece,GRC,0.14488059412062052
2044,greece,GRC,0.14488059412062052
2045,greece,GRC,0.14488059412062052
2046,greece,GRC,0.14488059412062052
2047,greece,GRC,0.14488059412062052
2048,greece,GRC,0.14488059412062052
2049,greece,GRC,0.14488059412062052
2050,greece,GRC,0.14488059412062052
2017,guatemala,GTM,0.5461634123727939
2018,guatemala,GTM,0.5461634123727939
2019,guatemala,GTM,0.5461634123727939
2020,guatemala,GTM,0.5461634123727939
2021,guatemala,GTM,0.5461634123727939
2022,guatemala,GTM,0.5461634123727939
2023,guatemala,GTM,0.5461634123727939
2024,guatemala,GTM,0.5461634123727939
2025,guatemala,GTM,0.5461634123727939
2026,guatemala,GTM,0.5461634123727939
2027,guatemala,GTM,0.5461634123727939
2028,guatemala,GTM,0.5461634123727939
2029,guatemala,GTM,0.5461634123727939
2030,guatemala,GTM,0.5461634123727939
2031,guatemala,GTM,0.5461634123727939
2032,guatemala,GTM,0.5461634123727939
2033,guatemala,GTM,0.5461634123727939
2034,guatemala,GTM,0.5461634123727939
2035,guatemala,GTM,0.5461634123727939
2036,guatemala,GTM,0.5461634123727939
2037,guatemala,GTM,0.5461634123727939
2038,guatemala,GTM,0.5461634123727939
2039,guatemala,GTM,0.5461634123727939
2040,guatemala,GTM,0.5461634123727939
2041,guatemala,GTM,0.5461634123727939
2042,guatemala,GTM,0.5461634123727939
2043,guatemala,GTM,0.5461634123727939
2044,guatemala,GTM,0.5461634123727939
2045,guatemala,GTM,0.5461634123727939
2046,guatemala,GTM,0.5461634123727939
2047,guatemala,GTM,0.5461634123727939
2048,guatemala,GTM,0.5461634123727939
2049,guatemala,GTM,0.5461634123727939
2050,guatemala,GTM,0.5461634123727939
2017,guyana,GUY,0.5206014440359685
2018,guyana,GUY,0.5206014440359685
2019,guyana,GUY,0.5206014440359685
2020,guyana,GUY,0.5206014440359685
2021,guyana,GUY,0.5206014440359685
2022,guyana,GUY,0.5206014440359685
2023,guyana,GUY,0.5206014440359685
2024,guyana,GUY,0.5206014440359685
2025,guyana,GUY,0.5206014440359685
2026,guyana,GUY,0.5206014440359685
2027,guyana,GUY,0.5206014440359685
2028,guyana,GUY,0.5206014440359685
2029,guyana,GUY,0.5206014440359685
2030,guyana,GUY,0.5206014440359685
2031,guyana,GUY,0.5206014440359685
2032,guyana,GUY,0.5206014440359685
2033,guyana,GUY,0.5206014440359685
2034,guyana,GUY,0.5206014440359685
2035,guyana,GUY,0.5206014440359685
2036,guyana,GUY,0.5206014440359685
2037,guyana,GUY,0.5206014440359685
2038,guyana,GUY,0.5206014440359685
2039,guyana,GUY,0.5206014440359685
2040,guyana,GUY,0.5206014440359685
2041,guyana,GUY,0.5206014440359685
2042,guyana,GUY,0.5206014440359685
2043,guyana,GUY,0.5206014440359685
2044,guyana,GUY,0.5206014440359685
2045,guyana,GUY,0.5206014440359685
2046,guyana,GUY,0.5206014440359685
2047,guyana,GUY,0.5206014440359685
2048,guyana,GUY,0.5206014440359685
2049,guyana,GUY,0.5206014440359685
2050,guyana,GUY,0.5206014440359685
2017,haiti,HTI,0.5664152812947264
2018,haiti,HTI,0.5664152812947264
2019,haiti,HTI,0.5664152812947264
2020,haiti,HTI,0.5664152812947264
2021,haiti,HTI,0.5664152812947264
2022,haiti,HTI,0.5664152812947264
2023,haiti,HTI,0.5664152812947264
2024,haiti,HTI,0.5664152812947264
2025,haiti,HTI,0.5664152812947264
2026,haiti,HTI,0.5664152812947264
2027,haiti,HTI,0.5664152812947264
2028,haiti,HTI,0.5664152812947264
2029,haiti,HTI,0.5664152812947264
2030,haiti,HTI,0.5664152812947264
2031,haiti,HTI,0.5664152812947264
2032,haiti,HTI,0.5664152812947264
2033,haiti,HTI,0.5664152812947264
2034,haiti,HTI,0.5664152812947264
2035,haiti,HTI,0.5664152812947264
2036,haiti,HTI,0.5664152812947264
2037,haiti,HTI,0.5664152812947264
2038,haiti,HTI,0.5664152812947264
2039,haiti,HTI,0.5664152812947264
2040,haiti,HTI,0.5664152812947264
2041,haiti,HTI,0.5664152812947264
2042,haiti,HTI,0.5664152812947264
2043,haiti,HTI,0.5664152812947264
2044,haiti,HTI,0.5664152812947264
2045,haiti,HTI,0.5664152812947264
2046,haiti,HTI,0.5664152812947264
2047,haiti,HTI,0.5664152812947264
2048,haiti,HTI,0.5664152812947264
2049,haiti,HTI,0.5664152812947264
2050,haiti,HTI,0.5664152812947264
2017,honduras,HND,0.5427306182762808
2018,honduras,HND,0.5427306182762808
2019,honduras,HND,0.5427306182762808
2020,honduras,HND,0.5427306182762808
2021,honduras,HND,0.5427306182762808
2022,honduras,HND,0.5427306182762808
2023,honduras,HND,0.5427306182762808
2024,honduras,HND,0.5427306182762808
2025,honduras,HND,0.5427306182762808
2026,honduras,HND,0.5427306182762808
2027,honduras,HND,0.5427306182762808
2028,honduras,HND,0.5427306182762808
2029,honduras,HND,0.5427306182762808
2030,honduras,HND,0.5427306182762808
2031,honduras,HND,0.5427306182762808
2032,honduras,HND,0.5427306182762808
2033,honduras,HND,0.5427306182762808
2034,honduras,HND,0.5427306182762808
2035,honduras,HND,0.5427306182762808
2036,honduras,HND,0.5427306182762808
2037,honduras,HND,0.5427306182762808
2038,honduras,HND,0.5427306182762808
2039,honduras,HND,0.5427306182762808
2040,honduras,HND,0.5427306182762808
2041,honduras,HND,0.5427306182762808
2042,honduras,HND,0.5427306182762808
2043,honduras,HND,0.5427306182762808
2044,honduras,HND,0.5427306182762808
2045,honduras,HND,0.5427306182762808
2046,honduras,HND,0.5427306182762808
2047,honduras,HND,0.5427306182762808
2048,honduras,HND,0.5427306182762808
2049,honduras,HND,0.5427306182762808
2050,honduras,HND,0.5427306182762808
2017,hungary,HUN,0.22951224308780263
2018,hungary,HUN,0.22951224308780263
2019,hungary,HUN,0.22951224308780263
2020,hungary,HUN,0.22951224308780263
2021,hungary,HUN,0.22951224308780263
2022,hungary,HUN,0.22951224308780263
2023,hungary,HUN,0.22951224308780263
2024,hungary,HUN,0.22951224308780263
2025,hungary,HUN,0.22951224308780263
2026,hungary,HUN,0.22951224308780263
2027,hungary,HUN,0.22951224308780263
2028,hungary,HUN,0.22951224308780263
2029,hungary,HUN,0.22951224308780263
2030,hungary,HUN,0.22951224308780263
2031,hungary,HUN,0.22951224308780263
2032,hungary,HUN,0.22951224308780263
2033,hungary,HUN,0.22951224308780263
2034,hungary,HUN,0.22951224308780263
2035,hungary,HUN,0.22951224308780263
2036,hungary,HUN,0.22951224308780263
2037,hungary,HUN,0.22951224308780263
2038,hungary,HUN,0.22951224308780263
2039,hungary,HUN,0.22951224308780263
2040,hungary,HUN,0.22951224308780263
2041,hungary,HUN,0.22951224308780263
2042,hungary,HUN,0.22951224308780263
2043,hungary,HUN,0.22951224308780263
2044,hungary,HUN,0.22951224308780263
2045,hungary,HUN,0.22951224308780263
2046,hungary,HUN,0.22951224308780263
2047,hungary,HUN,0.22951224308780263
2048,hungary,HUN,0.22951224308780263
2049,hungary,HUN,0.22951224308780263
2050,hungary,HUN,0.22951224308780263
2017,iceland,ISL,0.6017328495371156
2018,iceland,ISL,0.6017328495371156
2019,iceland,ISL,0.6017328495371156
2020,iceland,ISL,0.6017328495371156
2021,iceland,ISL,0.6017328495371156
2022,iceland,ISL,0.6017328495371156
2023,iceland,ISL,0.6017328495371156
2024,iceland,ISL,0.6017328495371156
2025,iceland,ISL,0.6017328495371156
2026,iceland,ISL,0.6017328495371156
2027,iceland,ISL,0.6017328495371156
2028,iceland,ISL,0.6017328495371156
2029,iceland,ISL,0.6017328495371156
2030,iceland,ISL,0.6017328495371156
2031,iceland,ISL,0.6017328495371156
2032,iceland,ISL,0.6017328495371156
2033,iceland,ISL,0.6017328495371156
2034,iceland,ISL,0.6017328495371156
2035,iceland,ISL,0.6017328495371156
2036,iceland,ISL,0.6017328495371156
2037,iceland,ISL,0.6017328495371156
2038,iceland,ISL,0.6017328495371156
2039,iceland,ISL,0.6017328495371156
2040,iceland,ISL,0.6017328495371156
2041,iceland,ISL,0.6017328495371156
2042,iceland,ISL,0.6017328495371156
2043,iceland,ISL,0.6017328495371156
2044,iceland,ISL,0.6017328495371156
2045,iceland,ISL,0.6017328495371156
2046,iceland,ISL,0.6017328495371156
2047,iceland,ISL,0.6017328495371156
2048,iceland,ISL,0.6017328495371156
2049,iceland,ISL,0.6017328495371156
2050,iceland,ISL,0.6017328495371156
2017,india,IND,0.10685479112195735
2018,india,IND,0.10685479112195735
2019,india,IND,0.10685479112195735
2020,india,IND,0.10685479112195735
2021,india,IND,0.10685479112195735
2022,india,IND,0.10685479112195735
2023,india,IND,0.10685479112195735
2024,india,IND,0.10685479112195735
2025,india,IND,0.10685479112195735
2026,india,IND,0.10685479112195735
2027,india,IND,0.10685479112195735
2028,india,IND,0.10685479112195735
2029,india,IND,0.10685479112195735
2030,india,IND,0.10685479112195735
2031,india,IND,0.10685479112195735
2032,india,IND,0.10685479112195735
2033,india,IND,0.10685479112195735
2034,india,IND,0.10685479112195735
2035,india,IND,0.10685479112195735
2036,india,IND,0.10685479112195735
2037,india,IND,0.10685479112195735
2038,india,IND,0.10685479112195735
2039,india,IND,0.10685479112195735
2040,india,IND,0.10685479112195735
2041,india,IND,0.10685479112195735
2042,india,IND,0.10685479112195735
2043,india,IND,0.10685479112195735
2044,india,IND,0.10685479112195735
2045,india,IND,0.10685479112195735
2046,india,IND,0.10685479112195735
2047,india,IND,0.10685479112195735
2048,india,IND,0.10685479112195735
2049,india,IND,0.10685479112195735
2050,india,IND,0.10685479112195735
2017,indonesia,IDN,0.27535303107363074
2018,indonesia,IDN,0.27535303107363074
2019,indonesia,IDN,0.27535303107363074
2020,indonesia,IDN,0.27535303107363074
2021,indonesia,IDN,0.27535303107363074
2022,indonesia,IDN,0.27535303107363074
2023,indonesia,IDN,0.27535303107363074
2024,indonesia,IDN,0.27535303107363074
2025,indonesia,IDN,0.27535303107363074
2026,indonesia,IDN,0.27535303107363074
2027,indonesia,IDN,0.27535303107363074
2028,indonesia,IDN,0.27535303107363074
2029,indonesia,IDN,0.27535303107363074
2030,indonesia,IDN,0.27535303107363074
2031,indonesia,IDN,0.27535303107363074
2032,indonesia,IDN,0.27535303107363074
2033,indonesia,IDN,0.27535303107363074
2034,indonesia,IDN,0.27535303107363074
2035,indonesia,IDN,0.27535303107363074
2036,indonesia,IDN,0.27535303107363074
2037,indonesia,IDN,0.27535303107363074
2038,indonesia,IDN,0.27535303107363074
2039,indonesia,IDN,0.27535303107363074
2040,indonesia,IDN,0.27535303107363074
2041,indonesia,IDN,0.27535303107363074
2042,indonesia,IDN,0.27535303107363074
2043,indonesia,IDN,0.27535303107363074
2044,indonesia,IDN,0.27535303107363074
2045,indonesia,IDN,0.27535303107363074
2046,indonesia,IDN,0.27535303107363074
2047,indonesia,IDN,0.27535303107363074
2048,indonesia,IDN,0.27535303107363074
2049,indonesia,IDN,0.27535303107363074
2050,indonesia,IDN,0.27535303107363074
2017,iraq,IRQ,0.5027920804538638
2018,iraq,IRQ,0.5027920804538638
2019,iraq,IRQ,0.5027920804538638
2020,iraq,IRQ,0.5027920804538638
2021,iraq,IRQ,0.5027920804538638
2022,iraq,IRQ,0.5027920804538638
2023,iraq,IRQ,0.5027920804538638
2024,iraq,IRQ,0.5027920804538638
2025,iraq,IRQ,0.5027920804538638
2026,iraq,IRQ,0.5027920804538638
2027,iraq,IRQ,0.5027920804538638
2028,iraq,IRQ,0.5027920804538638
2029,iraq,IRQ,0.5027920804538638
2030,iraq,IRQ,0.5027920804538638
2031,iraq,IRQ,0.5027920804538638
2032,iraq,IRQ,0.5027920804538638
2033,iraq,IRQ,0.5027920804538638
2034,iraq,IRQ,0.5027920804538638
2035,iraq,IRQ,0.5027920804538638
2036,iraq,IRQ,0.5027920804538638
2037,iraq,IRQ,0.5027920804538638
2038,iraq,IRQ,0.5027920804538638
2039,iraq,IRQ,0.5027920804538638
2040,iraq,IRQ,0.5027920804538638
2041,iraq,IRQ,0.5027920804538638
2042,iraq,IRQ,0.5027920804538638
2043,iraq,IRQ,0.5027920804538638
2044,iraq,IRQ,0.5027920804538638
2045,iraq,IRQ,0.5027920804538638
2046,iraq,IRQ,0.5027920804538638
2047,iraq,IRQ,0.5027920804538638
2048,iraq,IRQ,0.5027920804538638
2049,iraq,IRQ,0.5027920804538638
2050,iraq,IRQ,0.5027920804538638
2017,ireland,IRL,0.42114172545924594
2018,ireland,IRL,0.42114172545924594
2019,ireland,IRL,0.42114172545924594
2020,ireland,IRL,0.42114172545924594
2021,ireland,IRL,0.42114172545924594
2022,ireland,IRL,0.42114172545924594
2023,ireland,IRL,0.42114172545924594
2024,ireland,IRL,0.42114172545924594
2025,ireland,IRL,0.42114172545924594
2026,ireland,IRL,0.42114172545924594
2027,ireland,IRL,0.42114172545924594
2028,ireland,IRL,0.42114172545924594
2029,ireland,IRL,0.42114172545924594
2030,ireland,IRL,0.42114172545924594
2031,ireland,IRL,0.42114172545924594
2032,ireland,IRL,0.42114172545924594
2033,ireland,IRL,0.42114172545924594
2034,ireland,IRL,0.42114172545924594
2035,ireland,IRL,0.42114172545924594
2036,ireland,IRL,0.42114172545924594
2037,ireland,IRL,0.42114172545924594
2038,ireland,IRL,0.42114172545924594
2039,ireland,IRL,0.42114172545924594
2040,ireland,IRL,0.42114172545924594
2041,ireland,IRL,0.42114172545924594
2042,ireland,IRL,0.42114172545924594
2043,ireland,IRL,0.42114172545924594
2044,ireland,IRL,0.42114172545924594
2045,ireland,IRL,0.42114172545924594
2046,ireland,IRL,0.42114172545924594
2047,ireland,IRL,0.42114172545924594
2048,ireland,IRL,0.42114172545924594
2049,ireland,IRL,0.42114172545924594
2050,ireland,IRL,0.42114172545924594
2017,israel,ISR,0.10366119212343883
2018,israel,ISR,0.10366119212343883
2019,israel,ISR,0.10366119212343883
2020,israel,ISR,0.10366119212343883
2021,israel,ISR,0.10366119212343883
2022,israel,ISR,0.10366119212343883
2023,israel,ISR,0.10366119212343883
2024,israel,ISR,0.10366119212343883
2025,israel,ISR,0.10366119212343883
2026,israel,ISR,0.10366119212343883
2027,israel,ISR,0.10366119212343883
2028,israel,ISR,0.10366119212343883
2029,israel,ISR,0.10366119212343883
2030,israel,ISR,0.10366119212343883
2031,israel,ISR,0.10366119212343883
2032,israel,ISR,0.10366119212343883
2033,israel,ISR,0.10366119212343883
2034,israel,ISR,0.10366119212343883
2035,israel,ISR,0.10366119212343883
2036,israel,ISR,0.10366119212343883
2037,israel,ISR,0.10366119212343883
2038,israel,ISR,0.10366119212343883
2039,israel,ISR,0.10366119212343883
2040,israel,ISR,0.10366119212343883
2041,israel,ISR,0.10366119212343883
2042,israel,ISR,0.10366119212343883
2043,israel,ISR,0.10366119212343883
2044,israel,ISR,0.10366119212343883
2045,israel,ISR,0.10366119212343883
2046,israel,ISR,0.10366119212343883
2047,israel,ISR,0.10366119212343883
2048,israel,ISR,0.10366119212343883
2049,israel,ISR,0.10366119212343883
2050,israel,ISR,0.10366119212343883
2017,italy,ITA,0.13835659964507369
2018,italy,ITA,0.13835659964507369
2019,italy,ITA,0.13835659964507369
2020,italy,ITA,0.13835659964507369
2021,italy,ITA,0.13835659964507369
2022,italy,ITA,0.13835659964507369
2023,italy,ITA,0.13835659964507369
2024,italy,ITA,0.13835659964507369
2025,italy,ITA,0.13835659964507369
2026,italy,ITA,0.13835659964507369
2027,italy,ITA,0.13835659964507369
2028,italy,ITA,0.13835659964507369
2029,italy,ITA,0.13835659964507369
2030,italy,ITA,0.13835659964507369
2031,italy,ITA,0.13835659964507369
2032,italy,ITA,0.13835659964507369
2033,italy,ITA,0.13835659964507369
2034,italy,ITA,0.13835659964507369
2035,italy,ITA,0.13835659964507369
2036,italy,ITA,0.13835659964507369
2037,italy,ITA,0.13835659964507369
2038,italy,ITA,0.13835659964507369
2039,italy,ITA,0.13835659964507369
2040,italy,ITA,0.13835659964507369
2041,italy,ITA,0.13835659964507369
2042,italy,ITA,0.13835659964507369
2043,italy,ITA,0.13835659964507369
2044,italy,ITA,0.13835659964507369
2045,italy,ITA,0.13835659964507369
2046,italy,ITA,0.13835659964507369
2047,italy,ITA,0.13835659964507369
2048,italy,ITA,0.13835659964507369
2049,italy,ITA,0.13835659964507369
2050,italy,ITA,0.13835659964507369
2017,jamaica,JAM,0.5174609931400318
2018,jamaica,JAM,0.5174609931400318
2019,jamaica,JAM,0.5174609931400318
2020,jamaica,JAM,0.5174609931400318
2021,jamaica,JAM,0.5174609931400318
2022,jamaica,JAM,0.5174609931400318
2023,jamaica,JAM,0.5174609931400318
2024,jamaica,JAM,0.5174609931400318
2025,jamaica,JAM,0.5174609931400318
2026,jamaica,JAM,0.5174609931400318
2027,jamaica,JAM,0.5174609931400318
2028,jamaica,JAM,0.5174609931400318
2029,jamaica,JAM,0.5174609931400318
2030,jamaica,JAM,0.5174609931400318
2031,jamaica,JAM,0.5174609931400318
2032,jamaica,JAM,0.5174609931400318
2033,jamaica,JAM,0.5174609931400318
2034,jamaica,JAM,0.5174609931400318
2035,jamaica,JAM,0.5174609931400318
2036,jamaica,JAM,0.5174609931400318
2037,jamaica,JAM,0.5174609931400318
2038,jamaica,JAM,0.5174609931400318
2039,jamaica,JAM,0.5174609931400318
2040,jamaica,JAM,0.5174609931400318
2041,jamaica,JAM,0.5174609931400318
2042,jamaica,JAM,0.5174609931400318
2043,jamaica,JAM,0.5174609931400318
2044,jamaica,JAM,0.5174609931400318
2045,jamaica,JAM,0.5174609931400318
2046,jamaica,JAM,0.5174609931400318
2047,jamaica,JAM,0.5174609931400318
2048,jamaica,JAM,0.5174609931400318
2049,jamaica,JAM,0.5174609931400318
2050,jamaica,JAM,0.5174609931400318
2017,japan,JPN,0.2056286769856688
2018,japan,JPN,0.2056286769856688
2019,japan,JPN,0.2056286769856688
2020,japan,JPN,0.2056286769856688
2021,japan,JPN,0.2056286769856688
2022,japan,JPN,0.2056286769856688
2023,japan,JPN,0.2056286769856688
2024,japan,JPN,0.2056286769856688
2025,japan,JPN,0.2056286769856688
2026,japan,JPN,0.2056286769856688
2027,japan,JPN,0.2056286769856688
2028,japan,JPN,0.2056286769856688
2029,japan,JPN,0.2056286769856688
2030,japan,JPN,0.2056286769856688
2031,japan,JPN,0.2056286769856688
2032,japan,JPN,0.2056286769856688
2033,japan,JPN,0.2056286769856688
2034,japan,JPN,0.2056286769856688
2035,japan,JPN,0.2056286769856688
2036,japan,JPN,0.2056286769856688
2037,japan,JPN,0.2056286769856688
2038,japan,JPN,0.2056286769856688
2039,japan,JPN,0.2056286769856688
2040,japan,JPN,0.2056286769856688
2041,japan,JPN,0.2056286769856688
2042,japan,JPN,0.2056286769856688
2043,japan,JPN,0.2056286769856688
2044,japan,JPN,0.2056286769856688
2045,japan,JPN,0.2056286769856688
2046,japan,JPN,0.2056286769856688
2047,japan,JPN,0.2056286769856688
2048,japan,JPN,0.2056286769856688
2049,japan,JPN,0.2056286769856688
2050,japan,JPN,0.2056286769856688
2017,jordan,JOR,0.4572357822838558
2018,jordan,JOR,0.4572357822838558
2019,jordan,JOR,0.4572357822838558
2020,jordan,JOR,0.4572357822838558
2021,jordan,JOR,0.4572357822838558
2022,jordan,JOR,0.4572357822838558
2023,jordan,JOR,0.4572357822838558
2024,jordan,JOR,0.4572357822838558
2025,jordan,JOR,0.4572357822838558
2026,jordan,JOR,0.4572357822838558
2027,jordan,JOR,0.4572357822838558
2028,jordan,JOR,0.4572357822838558
2029,jordan,JOR,0.4572357822838558
2030,jordan,JOR,0.4572357822838558
2031,jordan,JOR,0.4572357822838558
2032,jordan,JOR,0.4572357822838558
2033,jordan,JOR,0.4572357822838558
2034,jordan,JOR,0.4572357822838558
2035,jordan,JOR,0.4572357822838558
2036,jordan,JOR,0.4572357822838558
2037,jordan,JOR,0.4572357822838558
2038,jordan,JOR,0.4572357822838558
2039,jordan,JOR,0.4572357822838558
2040,jordan,JOR,0.4572357822838558
2041,jordan,JOR,0.4572357822838558
2042,jordan,JOR,0.4572357822838558
2043,jordan,JOR,0.4572357822838558
2044,jordan,JOR,0.4572357822838558
2045,jordan,JOR,0.4572357822838558
2046,jordan,JOR,0.4572357822838558
2047,jordan,JOR,0.4572357822838558
2048,jordan,JOR,0.4572357822838558
2049,jordan,JOR,0.4572357822838558
2050,jordan,JOR,0.4572357822838558
2017,kazakhstan,KAZ,0.10069555119687973
2018,kazakhstan,KAZ,0.10069555119687973
2019,kazakhstan,KAZ,0.10069555119687973
2020,kazakhstan,KAZ,0.10069555119687973
2021,kazakhstan,KAZ,0.10069555119687973
2022,kazakhstan,KAZ,0.10069555119687973
2023,kazakhstan,KAZ,0.10069555119687973
2024,kazakhstan,KAZ,0.10069555119687973
2025,kazakhstan,KAZ,0.10069555119687973
2026,kazakhstan,KAZ,0.10069555119687973
2027,kazakhstan,KAZ,0.10069555119687973
2028,kazakhstan,KAZ,0.10069555119687973
2029,kazakhstan,KAZ,0.10069555119687973
2030,kazakhstan,KAZ,0.10069555119687973
2031,kazakhstan,KAZ,0.10069555119687973
2032,kazakhstan,KAZ,0.10069555119687973
2033,kazakhstan,KAZ,0.10069555119687973
2034,kazakhstan,KAZ,0.10069555119687973
2035,kazakhstan,KAZ,0.10069555119687973
2036,kazakhstan,KAZ,0.10069555119687973
2037,kazakhstan,KAZ,0.10069555119687973
2038,kazakhstan,KAZ,0.10069555119687973
2039,kazakhstan,KAZ,0.10069555119687973
2040,kazakhstan,KAZ,0.10069555119687973
